연번,업체명,연락처,시도,시군구,기본주소,상세주소,주요사업
1247,부산복집,02-2266-6334,서울,중구,서울특별시 중구 수표로2길 25(충무로3가),"1층, 2층",복어전문점
1248,백초당한약방,053-252-5505,대구,중구,대구광역시 중구 달구벌대로415길 38(장관동),,한약 소매
1249,화성갈비,055-246-9194,경남,창원시,경상남도 창원시 마산합포구 오동서7길 36(중성동),,"한우갈비, 갈비탕"
1250,형제상회,02-2642-9399,서울,은평구,서울특별시 은평구 서오릉로 254-3(갈현동),,자동차 부품 도소매
1251,협신전자,051-804-8884,부산,부산진구,부산광역시 부산진구 전포대로223번길 16(전포동),서면전자상가 D동 115호,전자부품
1252,탑외국어사(이엘티존),063-285-6888,전북,전주시,전라북도 전주시 완산구 화산천변로 9(중화산동2가),102호,"서적, 교구, 교육서비스"
1253,진미양념통닭,033-746-6896,강원,원주시,강원도 원주시 우산로 66(우산동),,치킨
1254,㈜백년가게국제의료기,053-426-7579,대구,달서구,대구광역시 달서구 성당로 273(두류동),,"의료소모품, 의료기기 도소매"
1255,제일스포츠,063-535-9146,전북,정읍시,전라북도 정읍시 중앙로 83(수성동),,"운동용품, 운동구, 체육시설물 등"
1256,정우상사,02-2272-2688,서울,종로구,서울특별시 종로구 창경궁로 109(인의동),1043호 세원스퀘어,시계 도소매
1257,을지OB베어,02-2264-1597,서울,중구,서울특별시 중구 충무로9길 12(을지로3가),1층 104호,"노가리, 번데기, OB생맥주"
1258,스미센,053-752-0980,대구,동구,대구광역시 동구 동부로30길 15(신천동),,"민물장어구이, 초밥"
1259,선천집,02-734-1970,서울,종로구,서울특별시 종로구 인사동14길 5(관훈동),"100-3, 110-4",한정식
1260,만석장,02-385-2093,서울,은평구,서울특별시 은평구 대서문길 43-10(진관동),"1, 2층","두부요리, 쌈밥전문점"
1261,대림동삼거리먼지막순대국,02-848-2469,서울,영등포구,서울특별시 영등포구 시흥대로185길 11(대림동),"1층,(지하층)",순대국
1262,늘채움,063-272-5737,전북,전주시,전라북도 전주시 덕진구 덕진연못3길 6(덕진동2가),,"늘채움정식, 생선구이 등"
